# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 14 12:19:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN tran_flag:      Detected by Transits
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-2134 b,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,9.22920050,0.078000,2.690,0.240,9.13000,0.02873,Mass,0.060000,32.00,666,2459407.544930,0,,2.9950000,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580.00,0.71,0.74,0.120,[Fe/H],4.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202000,8.9330000,6.0910000,8.5077000,2023-11-28,2023-10,2023-11-28
TOI-2134 c,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,95.50000000,0.371000,7.270,0.649,41.89000,0.13180,Mass,0.670000,1.40,306,2459718.969390,0,,5.2670000,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580.00,0.71,0.74,0.120,[Fe/H],4.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202000,8.9330000,6.0910000,8.5077000,2023-11-28,2023-10,2023-11-28
TOI-2136 b,TOI-2136,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,7.85192800,0.057000,2.190,0.195,6.37000,0.02004,Mass,0.000000,4.00,395,2459017.704300,0,,,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,M4.5 V,3342.00,0.34,0.34,0.030,[Fe/H],4.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631000,14.3200000,9.3430000,12.9643000,2022-07-12,2022-08,2022-07-12
TOI-2141 b,TOI-2141,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,18.26157000,0.133000,3.050,0.278,24.00000,0.07500,Mass,0.210000,,722,2458992.503300,0,,4.9000000,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,,5659.00,0.98,0.94,-0.120,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m02.96s,258.7623456,+18d20m25.24s,18.3403449,77.6820000,9.4600000,7.8700000,9.3440800,2023-11-28,2023-11,2023-11-28
TOI-2145 b,TOI-2145,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,10.26075000,0.110800,11.982,1.069,1671.77742,5.26000,Mass,0.208000,,1484,2459023.541560,0,0.159700,7.4470000,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,6177.00,2.75,1.72,0.247,[Fe/H],3.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h35m01.94s,263.7580753,+40d41m42.15s,40.6950428,224.7310000,9.0700000,7.7610000,8.9365100,2023-03-15,2023-02,2023-03-15
TOI-2152 A b,TOI-2152,1,3,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.37735120,0.050640,14.359,1.281,899.45439,2.83000,Mass,0.057000,,1802,2458927.649800,0,0.666000,3.7150000,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,F4 V,6630.00,1.61,1.52,0.282,[Fe/H],4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h45m21.35s,26.3389717,+77d47m24.44s,77.7901231,303.0060000,11.4360000,9.5970000,11.2407000,2023-03-15,2023-02,2023-03-15
TOI-2154 b,TOI-2154,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.82408010,0.051300,16.287,1.453,292.40213,0.92000,Mass,0.117000,,1580,2459148.601660,0,1.143000,2.4650000,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,6280.00,1.40,1.23,0.011,[Fe/H],4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h44m06.76s,71.0281482,+84d21m51.35s,84.3642652,296.4600000,11.0680000,9.8500000,11.0359000,2023-03-15,2023-02,2023-03-15
TOI-2158 b,TOI-2158,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.60077000,0.075000,10.761,0.960,260.61929,0.82000,Mass,0.070000,,1188,2459018.922500,0,,3.7700000,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5673.00,1.41,1.12,0.470,[Fe/H],4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m14.41s,276.8100527,+20d31m36.79s,20.5268868,198.4730000,10.8870000,9.0710000,10.6718000,2022-09-19,2022-04,2022-09-19
TOI-216.01,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,34.52552800,,10.100,0.901,177.98391,0.56000,Mass,0.004600,,,2458331.411000,1,1.831000,,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,0.75,0.77,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,12.3240000,10.2180000,12.1631000,2022-04-12,2021-04,2022-04-12
TOI-216.02,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,17.16073000,,8.000,0.714,18.75188,0.05900,Mass,0.160000,,,2458324.591100,1,0.475000,,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,0.75,0.77,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,12.3240000,10.2180000,12.1631000,2022-04-12,2021-04,2022-04-12
TOI-2180 b,TOI-2180,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,260.79000000,0.828000,11.321,1.010,875.61726,2.75500,Mass,0.368300,2.71,348,2458830.765200,0,,24.0960000,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,G5,5695.00,1.64,1.11,0.253,[Fe/H],4.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m46.47s,277.9436300,+56d39m02.44s,56.6506789,116.6850000,9.1620000,7.6040000,9.0113300,2022-01-10,2022-02,2022-01-10
TOI-2184 b,TOI-2184,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,6.90683000,,11.400,1.017,206.58846,0.65000,Mass,0.080000,1429.00,,2458332.126000,0,,6.7800000,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,,5966.00,2.90,1.53,0.140,[Fe/H],3.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m19.95s,100.8331246,-66d56m51.56s,-66.9476563,788.3170000,12.2540000,10.4100000,11.8482000,2022-01-31,2022-02,2022-01-31
TOI-2193 A b,TOI-2193 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.12257350,0.033190,19.840,1.770,298.75870,0.94000,Mass,0.000000,1600.00,1763,2459052.421220,0,0.019100,1.6468800,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5966.00,1.25,1.08,0.027,[Fe/H],4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m45.90s,313.6912320,-72d48m16.71s,-72.8046404,337.0640000,11.9760000,10.3830000,11.8135000,2022-08-29,2022-08,2022-08-29
TOI-2194 b,TOI-2194,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,15.33759700,,1.989,0.177,,,,,,591,2459037.367800,0,,,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4756.00,0.69,0.74,-0.372,[m/H],4.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m37.52s,299.1563393,-31d20m06.65s,-31.3351812,19.5711000,8.4200000,5.8690000,8.0659400,2023-05-26,2023-01,2023-05-26
TOI-2196 b,TOI-2196,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,1.19472680,0.022340,3.510,0.313,26.00000,0.08181,Mass,0.000000,2000.00,1860,2459036.512600,0,,1.5040000,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,G V,5634.00,1.04,1.03,0.140,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m21.62s,312.3400744,-70d29m06.26s,-70.4850723,259.9470000,12.2970000,10.3460000,11.8259000,2022-08-23,2022-08,2022-08-23
TOI-220 b,TOI-220,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,10.69526400,0.089110,3.030,0.270,13.80000,0.04342,Mass,0.032000,,805,2458335.902000,0,,2.2390000,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,K0 V,5298.00,0.86,0.82,-0.217,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h07m11.93s,91.7996988,-61d59m49.96s,-61.9972098,90.7402000,10.4660000,8.5420000,10.1897000,2021-05-28,2021-08,2021-05-28
TOI-2202 b,TOI-2202,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,11.91010000,0.095640,11.321,1.010,310.83618,0.97800,Mass,0.042000,,,,1,,,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,K8 V,5144.00,0.79,0.82,0.040,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h24m54.82s,51.2284214,-73d57m27.16s,-73.9575458,235.9330000,13.0040000,10.8000000,12.7606000,2021-08-23,2021-12,2021-08-23
TOI-2207 b,TOI-2207,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,8.00196800,0.085400,11.153,0.995,203.41018,0.64000,Mass,0.174000,406.00,1259,2459283.827470,0,0.427300,4.6320000,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6101.00,1.56,1.30,0.181,[Fe/H],4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m23.21s,307.5966925,-44d53m15.43s,-44.8876181,373.3450000,11.3160000,10.1330000,11.3545000,2022-08-29,2022-08,2022-08-29
TOI-2236 b,TOI-2236,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.53159020,0.050090,14.370,1.282,502.16888,1.58000,Mass,0.000000,1356.00,1688,2459011.457040,0,0.701100,3.0480000,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6248.00,1.57,1.34,0.119,[Fe/H],4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m39.84s,20.1660113,-86d58m47.87s,-86.9799650,355.5900000,11.6000000,9.9600000,11.2905000,2022-08-29,2022-08,2022-08-29
TOI-2257 b,TOI-2257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,35.18934600,0.145000,2.194,0.196,,,,0.496000,,256,2459007.979490,0,0.413000,3.8460000,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,M3,3430.00,0.31,0.33,-0.270,[Fe/H],4.97,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h58m57.51s,194.7396141,+77d39m42.18s,77.6617157,57.7911000,15.2110000,10.6730000,14.1615000,2021-11-09,2022-01,2021-11-09
TOI-2260 b,TOI-2260,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.35247280,0.009700,1.620,0.145,,,,,,2609,2458928.239000,0,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5534.00,0.94,0.99,0.220,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m40.08s,247.6669998,+49d02m48.44s,49.0467891,101.2510000,10.4740000,8.6840000,10.2488000,2022-02-15,2022-02,2022-02-15
TOI-2266 b,TOI-2266,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,2.32631800,0.020000,1.540,0.137,,,,,13.00,550,2459255.694820,0,,0.9800000,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,M5.0+0.5-0.5,3200.00,0.24,0.23,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m07.21s,245.2800398,+31d34m37.35s,31.5770413,51.6004000,16.5400000,11.0170000,14.8319000,2024-02-05,2024-01,2024-02-08
TOI-2285 b,TOI-2285,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,27.26955000,0.136300,1.740,0.155,19.50000,0.06135,Mass,0.300000,1.54,284,2458747.181500,0,,,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,,3491.00,0.46,0.45,-0.050,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.4090000,13.4030000,9.0340000,12.4314000,2021-10-25,2022-02,2021-10-25
TOI-2337 b,TOI-2337,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.99432000,,10.088,0.900,508.52545,1.60000,Mass,0.019000,,,2458793.828000,0,,,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4780.00,3.22,1.32,0.390,[Fe/H],3.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.77s,290.6198948,+60d51m14.05s,60.8539035,536.0460000,12.5240000,9.6780010,11.8752000,2022-03-16,2022-03,2022-03-16
TOI-2338 b,TOI-2338,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,22.65398000,0.158000,11.209,1.000,1900.61387,5.98000,Mass,0.676000,,799,2458458.754500,0,,,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,,5581.00,1.05,0.99,0.220,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h25m22.70s,81.3445824,-34d40m05.70s,-34.6682491,313.9960000,12.4830000,10.6640000,12.1856000,2023-04-10,2023-04,2023-04-10
TOI-2364 b,TOI-2364,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.01975170,0.048710,8.608,0.768,71.51139,0.22500,Mass,0.000000,237.00,1091,2459058.213960,0,0.794000,2.7751000,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5306.00,0.89,0.95,0.344,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h56m31.21s,89.1300265,-05d00m43.31s,-5.0120298,219.6140000,12.2340000,10.3630000,12.0921000,2023-02-27,2023-03,2023-02-27
TOI-237 b,TOI-237,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.43609800,0.034100,1.440,0.128,,,,0.000000,3.70,388,2458697.719800,0,0.380000,,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M4.5 V,3212.00,0.21,0.18,,,5.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m58.45s,353.2435381,-29d24m59.35s,-29.4164870,38.0749000,16.3700000,10.8960000,14.7540000,2020-12-10,2021-01,2020-12-17
